source,frame,active_prt,logic_prt,submit_prt,pacing_prt,total_prt,overflow,mos_ticks,run_ticks,submitted_us,completed_us,drain_us
255,0,65535,22266,43269,0,65535,1,12,1570,0,0,0
255,1,65535,57245,8290,0,65535,1,16,1570,0,0,0
255,2,65535,65535,0,0,65535,1,16,1570,0,0,0
255,3,65535,65535,0,0,65535,1,16,1570,0,0,0
255,4,65535,65535,0,0,65535,1,14,1570,0,0,0
255,5,65535,63605,1930,0,65535,1,14,1570,0,0,0
255,6,65535,63483,2052,0,65535,1,14,1570,0,0,0
255,7,65535,63859,1676,0,65535,1,16,1570,0,0,0
255,8,65535,65535,0,0,65535,1,14,1570,0,0,0
255,9,65535,63686,1849,0,65535,1,16,1570,0,0,0
255,10,65535,65535,0,0,65535,1,16,1570,0,0,0
255,11,65535,65535,0,0,65535,1,16,1570,0,0,0
255,12,65535,65535,0,0,65535,1,16,1570,0,0,0
255,13,65535,65535,0,0,65535,1,18,1570,0,0,0
255,14,65535,65535,0,0,65535,1,16,1570,0,0,0
255,15,65535,65535,0,0,65535,1,16,1570,0,0,0
255,16,65535,65535,0,0,65535,1,18,1570,0,0,0
255,17,65535,65535,0,0,65535,1,18,1570,0,0,0
255,18,65535,65535,0,0,65535,1,18,1570,0,0,0
255,19,65535,65535,0,0,65535,1,16,1570,0,0,0
255,20,65535,65535,0,0,65535,1,18,1570,0,0,0
255,21,65535,65535,0,0,65535,1,18,1570,0,0,0
255,22,65535,65535,0,0,65535,1,18,1570,0,0,0
255,23,65535,65535,0,0,65535,1,16,1570,0,0,0
255,24,65535,65535,0,0,65535,1,16,1570,0,0,0
255,25,65535,65535,0,0,65535,1,16,1570,0,0,0
255,26,65535,65535,0,0,65535,1,16,1570,0,0,0
255,27,65535,65535,0,0,65535,1,16,1570,0,0,0
255,28,65535,65535,0,0,65535,1,16,1570,0,0,0
255,29,65535,65535,0,0,65535,1,16,1570,0,0,0
255,30,65535,65535,0,0,65535,1,16,1570,0,0,0
255,31,65535,65535,0,0,65535,1,14,1570,0,0,0
255,32,65535,60010,5525,0,65535,1,12,1570,0,0,0
255,33,65535,52890,12645,0,65535,1,12,1570,0,0,0
255,34,65535,52990,12545,0,65535,1,12,1570,0,0,0
255,35,65535,52433,13102,0,65535,1,12,1570,0,0,0
255,36,65535,52691,12844,0,65535,1,12,1570,0,0,0
255,37,65535,52157,13378,0,65535,1,10,1570,0,0,0
255,38,65535,46610,18925,0,65535,1,10,1570,0,0,0
255,39,65535,45447,20088,0,65535,1,10,1570,0,0,0
255,40,65535,45466,20069,0,65535,1,10,1570,0,0,0
255,41,65535,46079,19456,0,65535,1,10,1570,0,0,0
255,42,65535,45180,20355,0,65535,1,8,1570,0,0,0
255,43,65535,40223,25312,0,65535,1,10,1570,0,0,0
255,44,65535,45788,19747,0,65535,1,10,1570,0,0,0
255,45,65535,45783,19752,0,65535,1,8,1570,0,0,0
255,46,65535,40588,24947,0,65535,1,10,1570,0,0,0
255,47,65535,46688,18847,0,65535,1,10,1570,0,0,0
255,48,65535,46808,18727,0,65535,1,10,1570,0,0,0
255,49,65535,46406,19129,0,65535,1,10,1570,0,0,0
255,50,65535,46614,18921,0,65535,1,10,1570,0,0,0
255,51,65535,46279,19256,0,65535,1,10,1570,0,0,0
255,52,65535,46658,18877,0,65535,1,10,1570,0,0,0
255,53,65535,47234,18301,0,65535,1,10,1570,0,0,0
255,54,65535,47200,18335,0,65535,1,12,1570,0,0,0
255,55,65535,52528,13007,0,65535,1,8,1570,0,0,0
255,56,65535,40958,24577,0,65535,1,12,1570,0,0,0
255,57,65535,53439,12096,0,65535,1,12,1570,0,0,0
255,58,65535,53310,12225,0,65535,1,12,1570,0,0,0
255,59,65535,52194,13341,0,65535,1,12,1570,0,0,0
255,60,65535,53110,12425,0,65535,1,14,1570,0,0,0
255,61,65535,58724,6811,0,65535,1,12,1570,0,0,0
255,62,65535,52917,12618,0,65535,1,12,1570,0,0,0
255,63,65535,52100,13435,0,65535,1,12,1570,0,0,0
255,64,65535,52308,13227,0,65535,1,12,1570,0,0,0
255,65,65535,52893,12642,0,65535,1,14,1570,0,0,0
255,66,65535,58570,6965,0,65535,1,12,1570,0,0,0
255,67,65535,52620,12915,0,65535,1,14,1570,0,0,0
255,68,65535,58685,6850,0,65535,1,14,1570,0,0,0
255,69,65535,58339,7196,0,65535,1,16,1570,0,0,0
255,70,65535,64454,1081,0,65535,1,14,1570,0,0,0
255,71,65535,58071,7464,0,65535,1,14,1570,0,0,0
255,72,65535,57918,7617,0,65535,1,12,1570,0,0,0
255,73,65535,52005,13530,0,65535,1,12,1570,0,0,0
255,74,65535,51786,13749,0,65535,1,12,1570,0,0,0
255,75,65535,52399,13136,0,65535,1,12,1570,0,0,0
255,76,65535,51763,13772,0,65535,1,14,1570,0,0,0
255,77,65535,57928,7607,0,65535,1,12,1570,0,0,0
255,78,65535,52974,12561,0,65535,1,14,1570,0,0,0
255,79,65535,58175,7360,0,65535,1,14,1570,0,0,0
255,80,65535,58434,7101,0,65535,1,12,1570,0,0,0
255,81,65535,51479,14056,0,65535,1,10,1570,0,0,0
255,82,65535,45699,19836,0,65535,1,12,1570,0,0,0
255,83,65535,51397,14138,0,65535,1,14,1570,0,0,0
255,84,65535,57307,8228,0,65535,1,12,1570,0,0,0
255,85,65535,51754,13781,0,65535,1,12,1570,0,0,0
255,86,65535,51629,13906,0,65535,1,14,1570,0,0,0
255,87,65535,56980,8555,0,65535,1,14,1570,0,0,0
255,88,65535,57244,8291,0,65535,1,14,1570,0,0,0
255,89,65535,56573,8962,0,65535,1,14,1570,0,0,0
