remote-keyboard receiver, complete=1, events=28
0,2,117,1,1
65,2,48,1,2
65,2,48,0,1
0,0,117,0,0
97,0,22,1,1
97,0,22,0,0
0,2,117,1,1
63,2,103,1,1
63,2,103,0,1
0,0,117,0,0
0,2,117,1,1
64,2,96,1,2
64,2,96,0,1
0,0,117,0,0
8,0,154,1,1
8,0,154,0,0
21,0,156,1,1
21,0,156,0,0
10,0,152,1,1
10,0,152,0,0
11,0,150,1,1
11,0,150,0,0
8,0,154,1,1
8,0,154,0,0
21,0,156,1,1
21,0,156,0,0
13,0,143,1,1
13,0,143,0,0
