source,frame,active_prt,logic_prt,submit_prt,pacing_prt,total_prt,overflow,mos_ticks,run_ticks,submitted_us,completed_us,drain_us
0,0,30363,5566,24777,7,30370,0,12,1554,107012,107030,18
0,1,37806,14311,23475,7,37813,0,16,1554,104173,104193,20
0,2,36792,17534,19238,7,36799,0,16,1554,78161,78180,19
0,3,36003,17499,18484,7,36010,0,14,1554,83536,83556,20
0,4,34896,16193,18683,7,34903,0,16,1554,79396,79414,18
0,5,35774,17318,18436,7,35781,0,14,1554,87366,87386,20
0,6,34963,15870,19073,7,34970,0,14,1554,84495,84515,20
0,7,33432,15930,17482,7,33439,0,14,1554,79296,79313,17
0,8,35271,15752,19499,7,35278,0,16,1554,80225,80242,17
0,9,37887,17368,20499,7,37894,0,16,1554,85162,85182,20
0,10,37773,17265,20488,7,37780,0,16,1554,86993,87013,20
0,11,39721,17472,22229,7,39728,0,16,1554,88061,88081,20
0,12,39873,17469,22384,7,39880,0,16,1554,99802,99819,17
0,13,39226,17552,21655,7,39233,0,16,1554,94102,94120,18
0,14,39658,17526,22112,7,39665,0,18,1554,90943,90961,18
0,15,40500,18703,21777,7,40507,0,16,1554,98858,98878,20
0,16,41428,17418,23990,7,41435,0,18,1554,95703,95722,19
0,17,42086,18868,23198,7,42093,0,18,1554,96448,96469,21
0,18,42113,18861,23232,7,42120,0,16,1554,99948,99968,20
0,19,42435,17470,24945,7,42442,0,18,1554,108251,108270,19
0,20,42755,18949,23251,6,42761,0,18,1554,105405,105420,15
0,21,42280,18808,23452,7,42287,0,18,1554,107047,107062,15
0,22,41631,18771,21986,7,41638,0,18,1554,110036,110056,20
0,23,41651,18457,23174,7,41658,0,16,1554,99572,99593,21
0,24,38677,16939,21718,7,38684,0,16,1554,93151,93172,21
0,25,37030,16926,20084,7,37037,0,16,1554,91975,91996,21
0,26,37147,16924,20203,7,37154,0,16,1554,96354,96373,19
0,27,38525,16917,21588,7,38532,0,16,1554,100434,100454,20
0,28,38996,16965,22011,7,39003,0,16,1554,99566,99587,21
0,29,36770,16672,20078,7,36777,0,16,1554,81573,81590,17
0,30,35506,16586,18901,7,35513,0,14,1554,87162,87179,17
0,31,34449,15040,19389,7,34456,0,14,1554,85577,85594,17
