RXPROBE-r02,mode136-required,correctness-only
begin,0
probe,0,10,12,170,0,0,170,0,0,1
probe,0,10,40,0,255,0,0,255,0,1
probe,0,10,104,0,0,0,0,0,0,1
probe,0,20,40,0,0,0,0,0,0,1
probe,0,0,210,999,999,999,255,255,255,1
probe,0,10,210,999,999,999,255,255,255,1
probe,0,20,210,999,999,999,255,255,255,1
probe,0,30,210,999,999,999,255,255,255,1
probe,0,40,210,999,999,999,255,255,255,1
probe,0,50,210,999,999,999,0,0,0,1
probe,0,60,210,999,999,999,0,0,0,1
probe,0,70,210,999,999,999,0,0,0,1
probe,0,80,210,999,999,999,0,0,0,1
probe,0,90,210,999,999,999,0,0,0,1
probe,0,100,210,999,999,999,0,0,0,1
probe,0,110,210,999,999,999,0,0,0,1
probe,0,120,210,999,999,999,0,0,0,1
begin,1
probe,1,10,12,170,0,0,170,0,0,1
probe,1,10,40,0,255,0,0,255,0,1
probe,1,10,104,0,0,0,0,0,0,1
probe,1,20,40,0,0,0,0,0,0,1
probe,1,0,210,999,999,999,255,255,255,1
probe,1,10,210,999,999,999,255,255,255,1
probe,1,20,210,999,999,999,255,255,255,1
probe,1,30,210,999,999,999,255,255,255,1
probe,1,40,210,999,999,999,255,255,255,1
probe,1,50,210,999,999,999,0,0,0,1
probe,1,60,210,999,999,999,0,0,0,1
probe,1,70,210,999,999,999,0,0,0,1
probe,1,80,210,999,999,999,0,0,0,1
probe,1,90,210,999,999,999,0,0,0,1
probe,1,100,210,999,999,999,0,0,0,1
probe,1,110,210,999,999,999,0,0,0,1
probe,1,120,210,999,999,999,0,0,0,1
begin,2
probe,2,10,12,170,0,0,170,0,0,1
probe,2,10,40,0,255,0,0,255,0,1
probe,2,10,104,0,0,0,0,0,0,1
probe,2,20,40,0,0,0,0,0,0,1
probe,2,0,210,999,999,999,255,255,255,1
probe,2,10,210,999,999,999,255,255,255,1
probe,2,20,210,999,999,999,255,255,255,1
probe,2,30,210,999,999,999,255,255,255,1
probe,2,40,210,999,999,999,255,255,255,1
probe,2,50,210,999,999,999,0,0,0,1
probe,2,60,210,999,999,999,0,0,0,1
probe,2,70,210,999,999,999,0,0,0,1
probe,2,80,210,999,999,999,0,0,0,1
probe,2,90,210,999,999,999,0,0,0,1
probe,2,100,210,999,999,999,0,0,0,1
probe,2,110,210,999,999,999,0,0,0,1
probe,2,120,210,999,999,999,0,0,0,1
begin,3
probe,3,10,12,170,0,0,170,0,0,1
probe,3,10,40,0,255,0,0,255,0,1
probe,3,10,104,0,0,0,0,0,0,1
probe,3,20,40,0,0,0,0,0,0,1
probe,3,0,210,999,999,999,255,255,255,1
probe,3,10,210,999,999,999,255,255,255,1
probe,3,20,210,999,999,999,255,255,255,1
probe,3,30,210,999,999,999,255,255,255,1
probe,3,40,210,999,999,999,255,255,255,1
probe,3,50,210,999,999,999,0,0,0,1
probe,3,60,210,999,999,999,0,0,0,1
probe,3,70,210,999,999,999,0,0,0,1
probe,3,80,210,999,999,999,0,0,0,1
probe,3,90,210,999,999,999,0,0,0,1
probe,3,100,210,999,999,999,0,0,0,1
probe,3,110,210,999,999,999,0,0,0,1
probe,3,120,210,999,999,999,0,0,0,1
complete,probes=68,failures=0
