source,frame,active_prt,logic_prt,submit_prt,pacing_prt,total_prt,overflow,mos_ticks,run_ticks,submitted_us,completed_us,drain_us
255,0,61569,22266,39300,28,61597,0,6,924,0,0,0
255,1,65535,40250,25285,0,65535,1,8,924,0,0,0
255,2,65535,45754,19781,0,65535,1,8,924,0,0,0
255,3,65535,47985,17550,0,65535,1,8,924,0,0,0
255,4,65535,48219,17316,0,65535,1,8,924,0,0,0
255,5,65535,47462,18073,0,65535,1,8,924,0,0,0
255,6,65535,47989,17546,0,65535,1,8,924,0,0,0
255,7,65535,48611,16924,0,65535,1,8,924,0,0,0
255,8,65535,48144,17391,0,65535,1,6,924,0,0,0
255,9,65535,41139,24396,0,65535,1,8,924,0,0,0
255,10,65535,47190,18345,0,65535,1,8,924,0,0,0
255,11,65535,47465,18070,0,65535,1,8,924,0,0,0
255,12,65535,47657,17878,0,65535,1,8,924,0,0,0
255,13,65535,47582,17953,0,65535,1,8,924,0,0,0
255,14,65535,47022,18513,0,65535,1,8,924,0,0,0
255,15,65535,45782,19753,0,65535,1,6,924,0,0,0
255,16,65535,40034,25501,0,65535,1,8,924,0,0,0
255,17,65535,45550,19985,0,65535,1,8,924,0,0,0
255,18,65535,46669,18866,0,65535,1,8,924,0,0,0
255,19,65535,45793,19742,0,65535,1,8,924,0,0,0
255,20,65535,46459,19076,0,65535,1,8,924,0,0,0
255,21,65535,46201,19334,0,65535,1,8,924,0,0,0
255,22,65535,47511,18024,0,65535,1,8,924,0,0,0
255,23,65535,47586,17949,0,65535,1,8,924,0,0,0
255,24,65535,47420,18115,0,65535,1,8,924,0,0,0
255,25,65535,47169,18366,0,65535,1,8,924,0,0,0
255,26,65535,47893,17642,0,65535,1,8,924,0,0,0
255,27,65535,48411,17124,0,65535,1,8,924,0,0,0
255,28,65535,46669,18866,0,65535,1,8,924,0,0,0
255,29,65535,45656,19879,0,65535,1,8,924,0,0,0
255,30,65535,45716,19819,0,65535,1,8,924,0,0,0
255,31,65535,47549,17986,0,65535,1,8,924,0,0,0
255,32,65535,47356,18179,0,65535,1,8,924,0,0,0
255,33,65535,47119,18416,0,65535,1,8,924,0,0,0
